Date,Labels,VIX_Close,Ratio_smoothed,Std_RUA,A067RL1Q156SBEA,Bullish Average,CPIAUCSL,CCI_Value,GOLDAMGBD228NLBM,GVZCLS,PSAVERT,UNRATE,MORTGAGE30US,DGS10,BCI,Recession,color_x,debt_x,restaurant_x,stocks_x,dow jones_x,housing_x,inflation_x,portfolio_x,revenue_x,credit_x,economics_x,markets_x,return_x,unemployment_x,cancer_x,growth_x,investment_x,money_x,religion_x,bonds_x,derivatives_x,headlines_x,hedge_x,marriage_x,isPartial_x,profit_x,ring_x,society_x,banks_x,bribery_x,greed_x,insider trading_x,wall street_x,bankruptcy,color_y,debt_y,investment_y,recession,stocks_y,dow jones_y,housing_y,inflation_y,portfolio_y,restaurant_y,credit_y,date_x,economics_y,markets_y,return_y,revenue_y,cancer_y,date_y,growth_y,money_y,religion_y,unemployment_y,profit_y,ring_y,society_y,bonds_y,derivatives_y,headlines_y,hedge_y,marriage_y,banks_y,bribery_y,greed_y,insider trading_y,isPartial_y,wall street_y
8/16/06,1,12.41,0.047591032,1.119619566,1,0.384907437,203.8,100.9359,626,,3.6,4.7,6.55,4.87,197.1,0,37,6,79,4,5,91,10,18,47,87,5,5,11,5,60,15,22,78,15,23,4,5,18,54,0,7,46,63,65,0,1,1,15,55,0,0,0,0,0,0,0,0,0,0,0,8/16/06,0,0,0,0,0,8/16/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/17/06,1,12.24,0.04774026,1.116320591,1,0.384907437,203.8,100.9359,630.75,,3.6,4.7,6.52,4.87,196.9,0,37,6,79,4,5,91,10,18,47,87,5,5,11,5,60,15,22,78,15,23,4,5,18,54,0,7,46,63,65,0,1,1,15,55,0,0,0,0,0,0,0,0,0,0,0,8/17/06,0,0,0,0,0,8/17/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/18/06,1,11.64,0.047889491,1.113107118,1,0.384907437,203.8,100.9359,614.75,,3.6,4.7,6.52,4.84,196.9,0,37,6,79,4,5,91,10,18,47,87,5,5,11,5,60,15,22,78,15,23,4,5,18,54,0,7,46,63,65,0,1,1,15,55,0,0,0,0,0,0,0,0,0,0,0,8/18/06,0,0,0,0,0,8/18/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/21/06,1,12.22,0.048038725,1.103911892,1,0.384907437,203.8,100.9359,621.5,,3.6,4.7,6.52,4.82,196.9,0,37,6,79,4,5,91,10,18,47,87,5,5,11,5,60,15,22,78,15,23,4,5,18,54,0,7,46,63,65,0,1,1,15,55,0,0,0,0,0,0,0,0,0,0,0,8/21/06,0,0,0,0,0,8/21/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/22/06,1,12.19,0.048187962,1.10346741,1,0.384907437,203.8,100.9359,626.5,,3.6,4.7,6.52,4.82,196.9,0,37,6,79,4,5,91,10,18,47,87,5,5,11,5,60,15,22,78,15,23,4,5,18,54,0,7,46,63,65,0,1,1,15,55,0,0,0,0,0,0,0,0,0,0,0,8/22/06,0,0,0,0,0,8/22/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/23/06,1,12.4,0.048337202,1.102996581,1,0.384907437,203.8,100.9359,623.5,,3.6,4.7,6.52,4.82,196.9,0,37,6,79,4,5,91,10,18,47,87,5,5,11,5,60,15,22,78,15,23,4,5,18,54,0,7,46,63,65,0,1,1,15,55,0,0,0,0,0,0,0,0,0,0,0,8/23/06,0,0,0,0,0,8/23/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/24/06,1,12.4,0.048486444,1.099257081,1,0.384907437,203.8,100.9359,623.5,,3.6,4.7,6.48,4.81,197.3,0,37,6,79,4,5,91,10,18,47,87,5,5,11,5,60,15,22,78,15,23,4,5,18,54,0,7,46,63,65,0,1,1,15,55,0,0,0,0,0,0,0,0,0,0,0,8/24/06,0,0,0,0,0,8/24/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/25/06,1,12.31,0.048635687,1.095551941,1,0.384907437,203.8,100.9359,622,,3.6,4.7,6.48,4.79,197.3,0,37,6,79,4,5,91,10,18,47,87,5,5,11,5,60,15,22,78,15,23,4,5,18,54,0,7,46,63,65,0,1,1,15,55,0,0,0,0,0,0,0,0,0,0,0,8/25/06,0,0,0,0,0,8/25/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/28/06,1,12.18,0.048784933,1.085458603,1,0.384907437,203.8,100.9359,622,,3.6,4.7,6.48,4.8,197.3,0,37,6,79,4,5,91,10,18,47,87,5,5,11,5,60,15,22,78,15,23,4,5,18,54,0,7,46,63,65,0,1,1,15,55,0,0,0,0,0,0,0,0,0,0,0,8/28/06,0,0,0,0,0,8/28/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/29/06,1,12.28,0.048934181,1.084969197,1,0.384907437,203.8,100.9359,616.85,,3.6,4.7,6.48,4.79,197.3,0,37,6,79,4,5,91,10,18,47,87,5,5,11,5,60,15,22,78,15,23,4,5,18,54,0,7,46,63,65,0,1,1,15,55,0,0,0,0,0,0,0,0,0,0,0,8/29/06,0,0,0,0,0,8/29/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/30/06,1,12.22,0.04908343,1.084488416,1,0.384907437,203.8,100.9359,614.7,,3.6,4.7,6.48,4.76,197.3,0,37,6,79,4,5,91,10,18,47,87,5,5,11,5,60,15,22,78,15,23,4,5,18,54,0,7,46,63,65,0,1,1,15,55,0,0,0,0,0,0,0,0,0,0,0,8/30/06,0,0,0,0,0,8/30/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/31/06,1,12.31,0.049232681,1.084007761,1,0.384907437,203.8,100.9359,621.75,,3.6,4.7,6.44,4.74,196.2,0,37,6,79,4,5,91,10,18,47,87,5,5,11,5,60,15,22,78,15,23,4,5,18,54,0,7,46,63,65,0,1,1,15,55,0,0,0,0,0,0,0,0,0,0,0,8/31/06,0,0,0,0,0,8/31/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/1/06,1,11.96,0.049381932,1.080269532,1,0.384907437,202.8,101.0244,624,,3.6,4.5,6.44,4.73,196.2,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/1/06,0,0,0,0,0,9/1/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/5/06,1,12.63,0.049531185,1.070455068,1,0.384907437,202.8,101.0244,629.75,,3.6,4.5,6.44,4.78,196.2,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/5/06,0,0,0,0,0,9/5/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/6/06,1,13.74,0.049680438,1.06990242,1,0.384907437,202.8,101.0244,636.7,,3.6,4.5,6.44,4.8,196.2,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/6/06,0,0,0,0,0,9/6/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/7/06,1,13.88,0.049829692,1.066551824,1,0.384907437,202.8,101.0244,634,,3.6,4.5,6.47,4.8,195.7,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/7/06,0,0,0,0,0,9/7/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/8/06,1,13.16,0.049978947,1.063104816,1,0.384907437,202.8,101.0244,611.5,,3.6,4.5,6.47,4.78,195.7,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/8/06,0,0,0,0,0,9/8/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/11/06,1,12.99,0.050128202,1.053636525,1,0.384907437,202.8,101.0244,597.1,,3.6,4.5,6.47,4.8,195.7,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/11/06,0,0,0,0,0,9/11/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/12/06,1,11.92,0.050277457,1.053135844,1,0.384907437,202.8,101.0244,596,,3.6,4.5,6.47,4.78,195.7,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/12/06,0,0,0,0,0,9/12/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/13/06,1,11.18,0.050426712,1.052651812,1,0.384907437,202.8,101.0244,581.5,,3.6,4.5,6.47,4.77,195.7,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/13/06,0,0,0,0,0,9/13/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/14/06,1,11.55,0.050575966,1.049364787,1,0.384907437,202.8,101.0244,593.4,,3.6,4.5,6.43,4.79,195.1,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/14/06,0,0,0,0,0,9/14/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/15/06,1,11.76,0.05072522,1.046213475,1,0.384907437,202.8,101.0244,578.6,,3.6,4.5,6.43,4.8,195.1,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/15/06,0,0,0,0,0,9/15/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/18/06,1,11.78,0.050874473,1.038355453,1,0.384907437,202.8,101.0244,581.5,,3.6,4.5,6.43,4.81,195.1,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/18/06,0,0,0,0,0,9/18/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/19/06,1,11.98,0.051023726,1.037807718,1,0.384907437,202.8,101.0244,582.5,,3.6,4.5,6.43,4.74,195.1,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/19/06,0,0,0,0,0,9/19/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/20/06,1,11.39,0.051172977,1.03728135,1,0.384907437,202.8,101.0244,576.25,,3.6,4.5,6.43,4.73,195.1,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/20/06,0,0,0,0,0,9/20/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/21/06,1,12.25,0.051322226,1.034153559,1,0.384907437,202.8,101.0244,580.5,,3.6,4.5,6.4,4.65,195.3,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/21/06,0,0,0,0,0,9/21/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/22/06,1,12.59,0.051471474,1.031091274,1,0.384907437,202.8,101.0244,592,,3.6,4.5,6.4,4.6,195.3,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/22/06,0,0,0,0,0,9/22/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/25/06,1,12.12,0.051620719,1.022230372,1,0.384907437,202.8,101.0244,589.5,,3.6,4.5,6.4,4.56,195.3,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/25/06,0,0,0,0,0,9/25/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/26/06,1,11.53,0.051769962,1.02192667,1,0.384907437,202.8,101.0244,591.25,,3.6,4.5,6.4,4.59,195.3,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/26/06,0,0,0,0,0,9/26/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/27/06,1,11.58,0.051919203,1.021622286,1,0.384907437,202.8,101.0244,595.1,,3.6,4.5,6.4,4.6,195.3,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/27/06,0,0,0,0,0,9/27/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/28/06,1,11.72,0.05206844,1.01837255,1,0.384907437,202.8,101.0244,603.5,,3.6,4.5,6.31,4.63,196.2,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/28/06,0,0,0,0,0,9/28/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/29/06,1,11.98,0.052217674,1.015042354,1,0.384907437,202.8,101.0244,601.75,,3.6,4.5,6.31,4.64,196.2,0,37,6,75,4,6,82,10,18,46,83,6,5,11,5,63,16,21,74,20,23,4,5,17,53,0,7,44,68,60,0,1,1,16,51,0,0,0,0,0,0,0,0,0,0,0,9/29/06,0,0,0,0,0,9/29/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/2/06,1,12.57,0.052366903,1.006869569,5.4,0.384907437,201.9,101.0618,602,,3.6,4.4,6.31,4.62,196.2,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/2/06,0,0,0,0,0,10/2/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/3/06,1,12.24,0.052516129,1.006386227,5.4,0.384907437,201.9,101.0618,593,,3.6,4.4,6.31,4.62,196.2,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/3/06,0,0,0,0,0,10/3/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/4/06,1,11.86,0.05266535,1.005959317,5.4,0.384907437,201.9,101.0618,578.5,,3.6,4.4,6.31,4.57,196.2,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/4/06,0,0,0,0,0,10/4/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/5/06,1,11.98,0.052814566,1.003394896,5.4,0.384907437,201.9,101.0618,568.25,,3.6,4.4,6.3,4.61,196.9,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/5/06,0,0,0,0,0,10/5/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/6/06,1,11.56,0.052963777,1.000807596,5.4,0.384907437,201.9,101.0618,570.6,,3.6,4.4,6.3,4.7,196.9,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/6/06,0,0,0,0,0,10/6/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/9/06,1,11.68,0.053112982,0.994119339,5.4,0.384907437,201.9,101.0618,578.25,,3.6,4.4,6.3,4.7,196.9,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/9/06,0,0,0,0,0,10/9/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/10/06,1,11.52,0.05326218,0.993654653,5.4,0.384907437,201.9,101.0618,577.25,,3.6,4.4,6.3,4.75,196.9,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/10/06,0,0,0,0,0,10/10/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/11/06,1,11.62,0.053411371,0.993174433,5.4,0.384907437,201.9,101.0618,574,,3.6,4.4,6.3,4.78,196.9,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/11/06,0,0,0,0,0,10/11/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/12/06,1,11.09,0.053560554,0.990953948,5.4,0.384907437,201.9,101.0618,575.9,,3.6,4.4,6.37,4.79,197.5,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/12/06,0,0,0,0,0,10/12/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/13/06,1,10.75,0.053709729,0.988730401,5.4,0.384907437,201.9,101.0618,577.9,,3.6,4.4,6.37,4.81,197.5,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/13/06,0,0,0,0,0,10/13/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/16/06,1,11.09,0.053858893,0.982912327,5.4,0.384907437,201.9,101.0618,593,,3.6,4.4,6.37,4.79,197.5,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/16/06,0,0,0,0,0,10/16/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/17/06,1,11.73,0.054008047,0.982475952,5.4,0.384907437,201.9,101.0618,594.9,,3.6,4.4,6.37,4.78,197.5,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/17/06,0,0,0,0,0,10/17/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/18/06,1,11.34,0.054157189,0.982043249,5.4,0.384907437,201.9,101.0618,595.25,,3.6,4.4,6.37,4.77,197.5,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/18/06,0,0,0,0,0,10/18/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/19/06,1,10.9,0.054306318,0.979404505,5.4,0.384907437,201.9,101.0618,589.75,,3.6,4.4,6.36,4.79,197.9,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/19/06,0,0,0,0,0,10/19/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/20/06,1,10.63,0.054455431,0.976780138,5.4,0.384907437,201.9,101.0618,598,,3.6,4.4,6.36,4.79,197.9,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/20/06,0,0,0,0,0,10/20/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/23/06,1,11.08,0.054604527,0.969247041,5.4,0.384907437,201.9,101.0618,588.5,,3.6,4.4,6.36,4.83,197.9,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/23/06,0,0,0,0,0,10/23/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/24/06,1,10.78,0.054753604,0.968881845,5.4,0.384907437,201.9,101.0618,578.4,,3.6,4.4,6.36,4.83,197.9,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/24/06,0,0,0,0,0,10/24/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/25/06,1,10.66,0.054902657,0.968538759,5.4,0.384907437,201.9,101.0618,581.6,,3.6,4.4,6.36,4.78,197.9,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/25/06,0,0,0,0,0,10/25/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/26/06,1,10.56,0.055051684,0.966007021,5.4,0.384907437,201.9,101.0618,591.8,,3.6,4.4,6.4,4.73,197.6,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/26/06,0,0,0,0,0,10/26/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/27/06,1,10.8,0.05520068,0.963616597,5.4,0.384907437,201.9,101.0618,593.75,,3.6,4.4,6.4,4.68,197.6,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/27/06,0,0,0,0,0,10/27/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/30/06,1,11.2,0.055349643,0.956476803,5.4,0.384907437,201.9,101.0618,604.75,,3.6,4.4,6.4,4.68,197.6,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/30/06,0,0,0,0,0,10/30/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/31/06,1,11.1,0.055498568,0.956041767,5.4,0.384907437,201.9,101.0618,600.9,,3.6,4.4,6.4,4.61,197.6,0,38,6,77,5,7,78,11,19,44,80,6,5,11,5,70,18,21,74,21,26,5,5,19,54,0,8,44,67,63,0,1,1,15,53,0,0,0,0,0,0,0,0,0,0,0,10/31/06,0,0,0,0,0,10/31/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11/1/06,1,11.51,0.055647448,0.955578101,5.4,0.384907437,202,101.0807,611.25,,3.9,4.5,6.4,4.57,197.6,0,37,6,80,5,5,74,12,19,40,79,6,5,11,5,65,17,21,71,21,24,5,5,16,56,0,8,43,64,59,0,1,1,14,49,0,0,0,0,0,0,0,0,0,0,0,11/1/06,0,0,0,0,0,11/1/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11/2/06,1,11.42,0.05579628,0.952561376,5.4,0.384907437,202,101.0807,615.75,,3.9,4.5,6.31,4.6,197.7,0,37,6,80,5,5,74,12,19,40,79,6,5,11,5,65,17,21,71,21,24,5,5,16,56,0,8,43,64,59,0,1,1,14,49,0,0,0,0,0,0,0,0,0,0,0,11/2/06,0,0,0,0,0,11/2/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11/3/06,1,11.16,0.055945055,0.949480264,5.4,0.384907437,202,101.0807,625.65,,3.9,4.5,6.31,4.72,197.7,0,37,6,80,5,5,74,12,19,40,79,6,5,11,5,65,17,21,71,21,24,5,5,16,56,0,8,43,64,59,0,1,1,14,49,0,0,0,0,0,0,0,0,0,0,0,11/3/06,0,0,0,0,0,11/3/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11/6/06,1,11.16,0.056093763,0.941042622,5.4,0.384907437,202,101.0807,625.75,,3.9,4.5,6.31,4.71,197.7,0,37,6,80,5,5,74,12,19,40,79,6,5,11,5,65,17,21,71,21,24,5,5,16,56,0,8,43,64,59,0,1,1,14,49,0,0,0,0,0,0,0,0,0,0,0,11/6/06,0,0,0,0,0,11/6/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11/7/06,1,11.09,0.056242388,0.940591385,5.4,0.384907437,202,101.0807,625.75,,3.9,4.5,6.31,4.66,197.7,0,37,6,80,5,5,74,12,19,40,79,6,5,11,5,65,17,21,71,21,24,5,5,16,56,0,8,43,64,59,0,1,1,14,49,0,0,0,0,0,0,0,0,0,0,0,11/7/06,0,0,0,0,0,11/7/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11/8/06,1,10.75,0.056390908,0.94015238,5.4,0.384907437,202,101.0807,625.5,,3.9,4.5,6.31,4.64,197.7,0,37,6,80,5,5,74,12,19,40,79,6,5,11,5,65,17,21,71,21,24,5,5,16,56,0,8,43,64,59,0,1,1,14,49,0,0,0,0,0,0,0,0,0,0,0,11/8/06,0,0,0,0,0,11/8/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11/9/06,1,11.01,0.056539288,0.937656894,5.4,0.384907437,202,101.0807,618,,3.9,4.5,6.33,4.62,197.4,0,37,6,80,5,5,74,12,19,40,79,6,5,11,5,65,17,21,71,21,24,5,5,16,56,0,8,43,64,59,0,1,1,14,49,0,0,0,0,0,0,0,0,0,0,0,11/9/06,0,0,0,0,0,11/9/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11/10/06,1,10.79,0.056687467,0.935144992,5.4,0.384907437,202,101.0807,632.25,,3.9,4.5,6.33,4.59,197.4,0,37,6,80,5,5,74,12,19,40,79,6,5,11,5,65,17,21,71,21,24,5,5,16,56,0,8,43,64,59,0,1,1,14,49,0,0,0,0,0,0,0,0,0,0,0,11/10/06,0,0,0,0,0,11/10/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
