Date,RUA Close,Risk-Free TNX,RUA_Returns,Dates,Annual_Return_RUA,Numerator,Std_RUA,Ratio,Ratio_smoothed,Unnamed: 11,Datetimes,Label1_m30,Label2,Label3,Label3_Sharpe,Label4,Past_Sharpe4
6/8/94,263.410004,6.945,-0.004083277,6/8/94,0.078050832,0.008600832,0.458667588,0.018751777,0.009104534,0.009647243,6/8/94,0,0,0,0.011420243,0,0.020931851
6/9/94,263.440002,6.958,0.000113883,6/9/94,0.079062798,0.009482798,0.458981995,0.0206605,0.008986892,0.011673608,6/9/94,0,0,0,0.012650083,0,0.020270216
6/10/94,264.160004,7.014,0.002733078,6/10/94,0.078284074,0.008144074,0.459339432,0.01772997,0.00886925,0.00886072,6/10/94,0,0,0,0.013333921,1,0.018877115
6/13/94,264.350006,7.054,0.000719269,6/13/94,0.077856153,0.007316153,0.46015135,0.01589945,0.008751609,0.007147841,6/13/94,0,0,0,0.015842627,1,0.01589945
6/14/94,265.959991,6.988,0.006090354,6/14/94,0.079778202,0.009898202,0.460201672,0.021508401,0.008633968,0.012874433,6/14/94,0,0,0,0.016112425,1,0.019638751
6/15/94,265.029999,7.076,-0.003496736,6/15/94,0.07851212,0.00775212,0.460300938,0.016841418,0.008516328,0.00832509,6/15/94,0,0,0,0.016145562,1,0.018240084
6/16/94,265.769989,7.058,0.002792099,6/16/94,0.080987459,0.010407459,0.460600423,0.022595418,0.008398687,0.014196731,6/16/94,0,0,0,0.016860886,0,0.020496248
6/17/94,263.779999,7.119,-0.00748764,6/17/94,0.079727057,0.008537057,0.460929016,0.018521414,0.008281047,0.010240366,6/17/94,0,0,0,0.016955547,0,0.019599416
6/20/94,261.579987,7.146,-0.008340329,6/20/94,0.078552543,0.007092543,0.46172421,0.015360994,0.008163408,0.007197586,6/20/94,0,0,0,0.015261478,0,0.015360994
6/21/94,258.950012,7.204,-0.01005419,6/21/94,0.075106358,0.003066358,0.461939427,0.006638008,0.008045768,-0.00140776,6/21/94,0,0,0,0.014850837,1,0.00954567
6/22/94,259.929993,7.106,0.003784441,6/22/94,0.076263897,0.005203897,0.462096009,0.011261507,0.007928129,0.003333378,6/22/94,0,0,0,0.014687685,1,0.010403588
6/23/94,257.730011,7.084,-0.008463748,6/23/94,0.079329776,0.008489776,0.462276042,0.018365165,0.00781049,0.010554675,6/23/94,0,0,0,0.01494432,0,0.014042753
6/24/94,254.009995,7.199,-0.014433771,6/24/94,0.075182467,0.003192467,0.462576126,0.006901496,0.007692851,-0.000791355,6/24/94,0,0,0,0.014522904,0,0.011449388
6/27/94,256.369995,7.15,0.009290973,6/27/94,0.077808713,0.006308713,0.463143561,0.013621507,0.007575212,0.006046295,6/27/94,0,0,0,0.014052415,0,0.013621507
6/28/94,255.699997,7.244,-0.002613403,6/28/94,0.076837227,0.004397227,0.463318248,0.009490728,0.007457573,0.002033155,6/28/94,0,0,0,0.013835192,0,0.010867654
6/29/94,256.640015,7.23,0.003676253,6/29/94,0.077956567,0.005656567,0.463458781,0.012205113,0.007339934,0.004865179,6/29/94,0,0,0,0.013761098,0,0.011536384
6/30/94,255.080002,7.329,-0.006078604,6/30/94,0.070424129,-0.002865871,0.464049244,-0.006175791,0.007222296,-0.013398087,6/30/94,1,0,0,0.012894276,0,0.002562264
7/1/94,256.190002,7.32,0.004351576,7/1/94,0.072217845,-0.000982155,0.464573714,-0.002114099,0.007104658,-0.009218757,7/1/94,1,0,0,0.0129701,1,-0.001081461
7/5/94,256.109985,7.298,-0.000312335,7/5/94,0.074985173,0.002005173,0.465063744,0.004311609,0.00698702,-0.002675411,7/5/94,1,1,0,0.013789244,0,0.004311609
7/6/94,256.049988,7.302,-0.000234263,7/6/94,0.0748086,0.0017886,0.465301064,0.003843962,0.006869382,-0.003025421,7/6/94,0,0,0,0.013337185,0,0.003999844
7/7/94,257.309998,7.275,0.004920953,7/7/94,0.07332031,0.00057031,0.465796629,0.001224375,0.006751745,-0.00552737,7/7/94,0,0,0,0.012253598,0,0.00261211
7/8/94,257.910004,7.402,0.002331841,7/8/94,0.074982789,0.000962789,0.466266184,0.002064891,0.006634108,-0.004569217,7/8/94,0,0,0,0.011341264,0,0.002081231
7/11/94,257.160004,7.457,-0.002907991,7/11/94,0.070632621,-0.003937379,0.467383209,-0.008424306,0.00651647,-0.014940777,7/11/94,1,0,0,0.009197063,1,-0.008424306
7/12/94,257.26001,7.411,0.000388886,7/12/94,0.070668725,-0.003441275,0.467767539,-0.007356807,0.006398833,-0.01375564,7/12/94,1,0,0,0.008408783,1,-0.00771264
7/13/94,258.170013,7.397,0.003537289,7/13/94,0.071750053,-0.002219947,0.468111095,-0.004742351,0.006281197,-0.011023548,7/13/94,1,1,0,0.007811005,1,-0.006227495
7/14/94,260.790009,7.23,0.010148336,7/14/94,0.073152636,0.000852636,0.468626571,0.001819435,0.00616356,-0.004344125,7/14/94,1,1,0,0.007171004,1,-0.001897201
7/15/94,261.040009,7.23,0.000958626,7/15/94,0.07404966,0.00174966,0.469109065,0.003729751,0.006045923,-0.002316172,7/15/94,0,1,0,0.006362884,0,0.001680962
7/18/94,261.48999,7.181,0.001723801,7/18/94,0.072610232,0.000800232,0.470195725,0.001701913,0.005928286,-0.004226372,7/18/94,1,1,0,0.004186355,0,0.001701913
7/19/94,260.709991,7.123,-0.002982902,7/19/94,0.071522763,0.000292763,0.470456775,0.000622296,0.005810648,-0.005188352,7/19/94,1,1,0,0.004016638,0,0.000982168
7/20/94,259.23999,7.225,-0.005638453,7/20/94,0.069556475,-0.002693525,0.470803129,-0.005721128,0.005693011,-0.011414139,7/20/94,1,1,0,0.003574012,1,-0.00236948
7/21/94,259.730011,7.252,0.001890221,7/21/94,0.071351539,-0.001168461,0.471411029,-0.002478647,0.005575372,-0.008054019,7/21/94,0,0,1,0.002763119,1,-0.00304265
7/22/94,259.940002,7.27,0.000808497,7/22/94,0.074572403,0.001872403,0.47192454,0.00396759,0.005457734,-0.001490144,7/22/94,0,0,1,0.002641737,1,0.000204058
7/25/94,260.480011,7.243,0.002077437,7/25/94,0.074270456,0.001840456,0.473049982,0.003890617,0.005340094,-0.001449477,7/25/94,0,1,1,0.001274033,0,0.003890617
7/26/94,259.959991,7.252,-0.001996391,7/26/94,0.073508766,0.000988766,0.473279533,0.00208918,0.005222454,-0.003133274,7/26/94,0,1,1,0.001312849,0,0.002689659
7/27/94,259.390015,7.32,-0.002192553,7/27/94,0.072683955,-0.000516045,0.473549079,-0.00108974,0.005104813,-0.006194553,7/27/94,1,1,1,0.001203641,0,0.00079996
7/28/94,260.149994,7.27,0.00292987,7/28/94,0.071960513,-0.000739487,0.474109453,-0.00155974,0.004987171,-0.00654691,7/28/94,1,1,1,0.000513584,1,-0.00079492
7/29/94,262.570007,7.095,0.009302376,7/29/94,0.072158276,0.001208276,0.474627081,0.002545738,0.004869527,-0.002323789,7/29/94,1,1,1,0.000197903,1,0.000571332
8/1/94,264.089996,7.113,0.00578889,8/1/94,0.07311007,0.00198007,0.475738712,0.004162096,0.004751882,-0.000589787,8/1/94,1,1,1,0.000230037,1,0.004162096
8/2/94,264.100006,7.086,3.79E-05,8/2/94,0.07302622,0.00216622,0.475925713,0.004551593,0.004634235,-8.26E-05,8/2/94,1,1,1,0.000435825,1,0.004421761
8/3/94,264.399994,7.082,0.001135888,8/3/94,0.073307139,0.002487139,0.476102411,0.005223958,0.004516587,0.000707371,8/3/94,1,1,1,0.000653468,0,0.004822859
8/4/94,262.910004,7.1,-0.005635363,8/4/94,0.07325767,0.00225767,0.476590995,0.004737123,0.004398937,0.000338186,8/4/94,1,1,1,0.000831018,0,0.00486848
8/5/94,262.079987,7.257,-0.003157038,8/5/94,0.068096137,-0.004473863,0.477275597,-0.009373753,0.004281284,-0.013655037,8/5/94,1,1,1,0.000236002,0,-0.002237176
8/8/94,262.649994,7.257,0.002174935,8/8/94,0.071030913,-0.001539087,0.478495917,-0.003216511,0.004163629,-0.007380139,8/8/94,1,1,1,-0.000234366,1,-0.003216511
8/9/94,262.779999,7.302,0.000494974,8/9/94,0.071101761,-0.001918239,0.478783636,-0.004006485,0.004045971,-0.008052456,8/9/94,1,1,1,-0.000405826,1,-0.00374316
8/10/94,264.25,7.302,0.005594037,8/10/94,0.072865391,-0.000154609,0.479019071,-0.000322761,0.003928311,-0.004251072,8/10/94,1,1,1,-0.000402215,0,-0.002032961
8/11/94,263.540009,7.344,-0.002686816,8/11/94,0.071232856,-0.002207144,0.479591709,-0.00460213,0.003810647,-0.008412777,8/11/94,1,1,1,-0.000236033,1,-0.0030764
8/12/94,264.980011,7.268,0.005464074,8/12/94,0.071569419,-0.001110581,0.480117133,-0.002313145,0.003692979,-0.006006124,8/12/94,1,1,1,-1.67E-05,1,-0.002744409
8/15/94,264.859985,7.286,-0.000452962,8/15/94,0.074309644,0.001449644,0.481044363,0.003013535,0.003575308,-0.000561772,8/15/94,1,1,1,8.67E-05,1,0.003013535
8/16/94,266.649994,7.17,0.006758322,8/16/94,0.07645844,0.00475844,0.481142051,0.009889887,0.003457632,0.006432255,8/16/94,1,1,1,0.00053234,1,0.00759777
8/17/94,267.089996,7.135,0.001650111,8/17/94,0.076905567,0.005555567,0.481219567,0.011544766,0.00333995,0.008204816,8/17/94,1,1,1,0.001011141,1,0.009571268
8/18/94,266.130005,7.268,-0.00359426,8/18/94,0.083513997,0.010833997,0.481492287,0.022500874,0.003222263,0.019278611,8/18/94,0,0,1,0.001915444,0,0.016747007
8/19/94,266.459991,7.263,0.001239943,8/19/94,0.081505095,0.008875095,0.48179358,0.018420949,0.00310457,0.015316379,8/19/94,0,0,1,0.002689299,0,0.018634894
8/22/94,265.920013,7.308,-0.002026488,8/22/94,0.068846982,-0.004233018,0.482665173,-0.008770092,0.00298687,-0.011756961,8/22/94,1,0,1,0.002729331,1,-0.008770092
8/23/94,267.299988,7.272,0.005189436,8/23/94,0.070481403,-0.002238597,0.482934966,-0.004635401,0.002869162,-0.007504562,8/23/94,1,0,1,0.002394571,1,-0.006013631
8/24/94,269.420013,7.196,0.007931257,8/24/94,0.073021845,0.001061845,0.483112542,0.002197925,0.002751445,-0.00055352,8/24/94,0,0,1,0.002386021,1,-0.001907853
8/25/94,269.179993,7.272,-0.000890877,8/25/94,0.072938122,0.000218122,0.483499226,0.000451132,0.002633719,-0.002182587,8/25/94,0,0,1,0.002236478,1,0.000185641
8/26/94,272.100006,7.232,0.010847808,8/26/94,0.0770551,0.0047351,0.483776332,0.009787788,0.002515982,0.007271807,8/26/94,0,0,1,0.0025712,1,0.005410592
8/29/94,272.540009,7.236,0.001617064,8/29/94,0.075583952,0.003223952,0.484418391,0.006655304,0.002398232,0.004257072,8/29/94,0,0,0,0.003137936,1,0.006655304
8/30/94,273.480011,7.191,0.003449042,8/30/94,0.076630884,0.004720884,0.484495416,0.009743919,0.002280468,0.007463451,8/30/94,0,0,0,0.003438208,0,0.008714381
8/31/94,273.269989,7.165,-0.000767961,8/31/94,0.076274946,0.004624946,0.484573416,0.009544366,0.002162686,0.00738168,8/31/94,0,0,0,0.003703693,0,0.009129373
9/1/94,271.869995,7.174,-0.005123117,9/1/94,0.074475867,0.002735867,0.484695288,0.005644508,0.002044885,0.003599624,9/1/94,0,0,0,0.003768146,1,0.007627696
9/2/94,270.820007,7.196,-0.003862096,9/2/94,0.07583092,0.00387092,0.485036166,0.007980683,0.001927059,0.006053624,9/2/94,0,0,0,0.003917236,1,0.007462572
9/6/94,270.98999,7.253,0.00062766,9/6/94,0.078908035,0.006378035,0.485899531,0.013126243,0.001809204,0.011317039,9/6/94,0,0,0,0.004887398,1,0.013126243
9/7/94,270.890015,7.285,-0.000368925,9/7/94,0.078681583,0.005831583,0.485942475,0.012000563,0.001691311,0.010309252,9/7/94,0,0,0,0.005210724,1,0.01237579
9/8/94,272.089996,7.285,0.004429772,9/8/94,0.080566101,0.007716101,0.486236254,0.015869036,0.001573369,0.014295667,9/8/94,0,0,0,0.006078248,0,0.014122413
9/9/94,269.429993,7.429,-0.009776188,9/9/94,0.080741822,0.006451822,0.486573105,0.013259718,0.001455362,0.011804356,9/9/94,0,0,0,0.006863076,0,0.013919631
9/12/94,268.220001,7.443,-0.004490933,9/12/94,0.079688798,0.005258798,0.48753899,0.010786414,0.001337262,0.009449152,9/12/94,0,0,0,0.008450606,1,0.010786414
9/13/94,268.920013,7.424,0.002609843,9/13/94,0.080451319,0.006211319,0.48756661,0.012739427,0.001219025,0.011520402,9/13/94,0,0,0,0.008654835,1,0.012088423
9/14/94,269.709991,7.393,0.002937595,9/14/94,0.081320651,0.007390651,0.48756806,0.015158193,0.001100552,0.014057641,9/14/94,0,0,0,0.008950443,1,0.013623308
9/15/94,273.079987,7.338,0.012494888,9/15/94,0.083933182,0.010553182,0.487821547,0.021633284,0.000981523,0.020651761,9/15/94,0,0,0,0.009796795,0,0.017992611
9/16/94,271.410004,7.507,-0.006115362,9/16/94,0.082041792,0.006971792,0.488145925,0.014282189,0.000856919,0.013425269,9/16/94,0,0,0,0.009996445,0,0.016878555
9/19/94,271.160004,7.475,-0.000921116,9/19/94,0.078940027,0.004190027,0.489128353,0.008566315,0.000328575,0.00823774,9/19/94,0,0,0,0.008801076,0,0.008566315
9/20/94,267.179993,7.511,-0.014677721,9/20/94,0.07395622,-0.00115378,0.489325794,-0.002357897,-0.000201085,-0.002156812,9/20/94,0,0,0,0.008269696,0,0.001283507
9/21/94,265.76001,7.553,-0.005314706,9/21/94,0.072094215,-0.003435785,0.489583458,-0.007017772,-0.000731254,-0.006286517,9/21/94,0,0,0,0.007574811,0,-0.002867133
9/22/94,265.559998,7.543,-0.000752604,9/22/94,0.073344819,-0.002085181,0.490107462,-0.004254539,-0.001261758,-0.002992781,9/22/94,0,0,0,0.007780064,0,-0.00485951
9/23/94,264.640015,7.553,-0.003464313,9/23/94,0.070810366,-0.004719634,0.490696472,-0.009618235,-0.001792537,-0.007825699,9/23/94,0,0,0,0.007553571,1,-0.007396926
9/26/94,265.209991,7.557,0.002153779,9/26/94,0.07305204,-0.00251796,0.491820013,-0.005119678,-0.002323559,-0.002796119,9/26/94,0,0,0,0.007431102,1,-0.005119678
9/27/94,265.679993,7.59,0.001772188,9/27/94,0.073544836,-0.002355164,0.492036347,-0.004786565,-0.002854827,-0.001931738,9/27/94,0,0,0,0.006849308,1,-0.004897603
9/28/94,267.380005,7.553,0.00639872,9/28/94,0.075572415,4.24E-05,0.492187968,8.62E-05,-0.003386351,0.003472528,9/28/94,0,0,0,0.006541894,0,-0.002405701
9/29/94,266.25,7.617,-0.004226214,9/29/94,0.072354603,-0.003815397,0.492746522,-0.007743123,-0.003918149,-0.003824974,9/29/94,0,0,0,0.00588742,1,-0.004640589
9/30/94,266.809998,7.599,0.002103279,9/30/94,0.071982305,-0.004007695,0.49330174,-0.008124226,-0.004450227,-0.003673998,9/30/94,1,0,0,0.005075232,1,-0.006628787
10/3/94,266.100006,7.65,-0.00266104,10/3/94,0.077573854,0.001073854,0.494363487,0.002172196,-0.004982608,0.007154804,10/3/94,0,0,0,0.004532887,0,0.002172196
10/4/94,262.079987,7.678,-0.015107174,10/4/94,0.072449077,-0.004330923,0.49462126,-0.00875604,-0.005515342,-0.003240698,10/4/94,0,0,0,0.003900081,0,-0.005113295
10/5/94,261.149994,7.748,-0.003548508,10/5/94,0.071175462,-0.006304538,0.494933058,-0.012738162,-0.006048436,-0.006689726,10/5/94,0,0,0,0.003143797,0,-0.008925728
10/6/94,260.570007,7.753,-0.002220896,10/6/94,0.072255947,-0.005274053,0.495531485,-0.010643225,-0.006581923,-0.004061302,10/6/94,0,0,0,0.002544362,1,-0.011027006
10/7/94,262.170013,7.683,0.006140407,10/7/94,0.073232319,-0.003597681,0.496083038,-0.007252174,-0.00711592,-0.000136254,10/7/94,0,0,0,0.001658343,1,-0.009296856
10/10/94,264.269989,7.683,0.008009978,10/10/94,0.075598785,-0.001231215,0.497193187,-0.002476331,-0.00765075,0.005174419,10/10/94,0,0,0,-0.000260179,1,-0.002476331
10/11/94,267.809998,7.623,0.013395426,10/11/94,0.079952411,0.003722411,0.497237903,0.007486177,-0.008187624,0.015673801,10/11/94,0,0,0,9.19E-05,0,0.004165341
10/12/94,267.73999,7.674,-0.000261409,10/12/94,0.07976028,0.00302028,0.497297301,0.006073389,-0.008738214,0.014811603,10/12/94,0,0,0,0.000351992,0,0.005119365
10/13/94,268.75,7.623,0.003772354,10/13/94,0.076860623,0.000630623,0.497735576,0.001266983,-0.009291776,0.010558759,10/13/94,0,0,0,-6.19E-05,0,0.003905651
10/14/94,269.269989,7.59,0.001934843,10/14/94,0.073356092,-0.002543908,0.498236578,-0.005105824,-0.009846105,0.004740281,10/14/94,0,0,0,-0.000837777,0,-0.001118353
10/17/94,269.109985,7.6,-0.000594214,10/17/94,0.07175111,-0.00424889,0.499405135,-0.008507901,-0.010400778,0.001892877,10/17/94,1,0,0,-0.003754782,0,-0.008507901
10/18/94,268.459991,7.614,-0.002415347,10/18/94,0.070853461,-0.005286539,0.499665735,-0.010580152,-0.010955658,0.000375506,10/18/94,0,0,0,-0.004065027,0,-0.009889402
10/19/94,269.869995,7.651,0.005252194,10/19/94,0.072503921,-0.004006079,0.499888769,-0.008013941,-0.011510683,0.003496742,10/19/94,1,0,0,-0.004236718,0,-0.008951671
10/20/94,267.950012,7.783,-0.007114474,10/20/94,0.072149723,-0.005680277,0.500483867,-0.011349571,-0.012065817,0.000716246,10/20/94,1,1,0,-0.005102627,0,-0.010109458
10/21/94,266.859985,7.783,-0.004068024,10/21/94,0.072257203,-0.005572797,0.501069694,-0.011121801,-0.012621037,0.001499236,10/21/94,1,1,0,-0.005483666,1,-0.010679748
10/24/94,264.73999,7.83,-0.007944222,10/24/94,0.073359947,-0.004940053,0.502273652,-0.009835382,-0.013176329,0.003340947,10/24/94,0,0,0,-0.005479483,1,-0.009835382
10/25/94,264.779999,7.859,0.000151126,10/25/94,0.073313408,-0.005276592,0.502521884,-0.010500223,-0.01373168,0.003231457,10/25/94,0,0,0,-0.005707699,0,-0.010278609
10/26/94,265.480011,7.859,0.00264375,10/26/94,0.074094583,-0.004495417,0.50274647,-0.008941718,-0.014287082,0.005345364,10/26/94,0,0,0,-0.005848308,1,-0.009610164
10/27/94,267.25,7.859,0.006667127,10/27/94,0.072221765,-0.006368235,0.503349541,-0.012651716,-0.014842528,0.002190812,10/27/94,1,1,0,-0.006175788,1,-0.011056468
10/28/94,271.420013,7.793,0.015603416,10/28/94,0.075513484,-0.002416516,0.503835101,-0.004796244,-0.015398012,0.010601768,10/28/94,0,0,0,-0.006176209,0,-0.008105647
10/31/94,270.690002,7.793,-0.002689599,10/31/94,0.073932288,-0.003997712,0.504984264,-0.007916508,-0.01595353,0.008037021,10/31/94,0,0,0,-0.006389913,0,-0.007916508
11/1/94,268.630005,7.893,-0.00761017,11/1/94,0.071304722,-0.007625278,0.505285068,-0.015091042,-0.016509075,0.001418033,11/1/94,0,0,0,-0.006785419,0,-0.012699531
11/2/94,267.980011,7.927,-0.002419663,11/2/94,0.07040741,-0.00886259,0.505619325,-0.017528187,-0.017064646,-0.000463541,11/2/94,0,0,0,-0.007252496,0,-0.015113859
11/3/94,268.690002,7.946,0.002649418,11/3/94,0.072465382,-0.006994618,0.506207281,-0.013817695,-0.017620239,0.003802544,11/3/94,0,0,0,-0.007947708,0,-0.01526675
11/4/94,265.950012,8.014,-0.010197588,11/4/94,0.070095375,-0.010044625,0.506890017,-0.019816183,-0.018175851,-0.001640332,11/4/94,1,0,0,-0.008428584,0,-0.017435354
11/7/94,265.940002,8.023,-3.76E-05,11/7/94,0.066583131,-0.013646869,0.508215813,-0.026852507,-0.018731481,-0.008121026,11/7/94,1,0,0,-0.009051256,1,-0.026852507
11/8/94,267.269989,7.985,0.005001079,11/8/94,0.068157919,-0.011692081,0.508620983,-0.022987808,-0.019287126,-0.003700681,11/8/94,0,0,0,-0.009684736,1,-0.024276041
11/9/94,267.089996,7.923,-0.00067345,11/9/94,0.067844523,-0.011385477,0.509013352,-0.022367738,-0.019842786,-0.002524951,11/9/94,0,0,0,-0.010236171,0,-0.023321889
11/10/94,266.369995,7.962,-0.002695724,11/10/94,0.066393014,-0.013226986,0.509635842,-0.025953798,-0.02039846,-0.005555338,11/10/94,0,0,0,-0.01125693,1,-0.024264113
11/11/94,265.220001,7.981,-0.004317281,11/11/94,0.061986585,-0.017823415,0.510356428,-0.034923465,-0.020954146,-0.013969319,11/11/94,1,0,0,-0.013100827,1,-0.029840955
11/14/94,267.149994,7.925,0.007276951,11/14/94,0.07623601,-0.00301399,0.511013895,-0.005898058,-0.021509844,0.015611785,11/14/94,0,0,0,-0.014735792,0,-0.005898058
11/15/94,266.869995,7.893,-0.001048097,11/15/94,0.075786991,-0.003143009,0.511160956,-0.006148765,-0.022065553,0.015916788,11/15/94,0,0,0,-0.014345473,0,-0.006065196
11/16/94,266.950012,7.962,0.000299835,11/16/94,0.07578669,-0.00383331,0.511323728,-0.007496835,-0.022621273,0.015124437,11/16/94,0,0,0,-0.014047706,0,-0.006781016
11/17/94,265.73999,8.013,-0.004532766,11/17/94,0.072461872,-0.007668128,0.511802698,-0.014982587,-0.023177002,0.008194416,11/17/94,0,0,0,-0.014329214,1,-0.011015033
11/18/94,264.51001,8.004,-0.004628509,11/18/94,0.076063519,-0.003976481,0.512241021,-0.00776291,-0.023732742,0.015969831,11/18/94,0,0,0,-0.014206725,0,-0.010125123
11/21/94,262.519989,8.017,-0.007523424,11/21/94,0.076029474,-0.004140526,0.513255724,-0.008067179,-0.024288489,0.01622131,11/21/94,0,0,0,-0.014492217,0,-0.008067179
11/22/94,257.75,7.985,-0.018170003,11/22/94,0.069888484,-0.009961516,0.513573989,-0.019396456,-0.024844245,0.005447788,11/22/94,0,0,0,-0.014715137,0,-0.01562003
11/23/94,257.529999,7.801,-0.000853544,11/23/94,0.069513015,-0.008496985,0.513847651,-0.016536001,-0.025400007,0.008864006,11/23/94,0,0,0,-0.014794305,1,-0.016078016
11/25/94,259.089996,7.788,0.006057535,11/25/94,0.070764446,-0.007115554,0.5146876,-0.013824996,-0.025955776,0.012130779,11/25/94,0,0,0,-0.015170836,1,-0.014728664
11/28/94,259.980011,7.874,0.003435158,11/28/94,0.073493535,-0.005246465,0.515497763,-0.010177475,-0.02651155,0.016334075,11/28/94,0,0,0,-0.01587731,0,-0.010177475
11/29/94,260.679993,7.939,0.002692445,11/29/94,0.074291691,-0.005098309,0.515671117,-0.009886745,-0.027067329,0.017180584,11/29/94,0,0,0,-0.015592045,0,-0.009983655
11/30/94,260.059998,7.888,-0.002378376,11/30/94,0.073404152,-0.005475848,0.515852329,-0.010615147,-0.027623113,0.017007966,11/30/94,0,0,0,-0.015365822,0,-0.010299401
12/1/94,257.390015,7.911,-0.010266796,12/1/94,0.06515443,-0.01395557,0.516577916,-0.027015422,-0.028178901,0.001163479,12/1/94,0,0,0,-0.016233954,0,-0.018693884
12/2/94,259.420013,7.792,0.007886856,12/2/94,0.067772991,-0.010147009,0.517183875,-0.019619733,-0.028734692,0.00911496,12/2/94,0,0,0,-0.016439804,1,-0.020584198
12/5/94,259.630005,7.823,0.000809467,12/5/94,0.069301336,-0.008928664,0.518416235,-0.017222964,-0.029290486,0.012067523,12/5/94,0,0,0,-0.016386829,0,-0.017222964
12/6/94,259.25,7.719,-0.001463641,12/6/94,0.068723316,-0.008466684,0.518665066,-0.01632399,-0.029846283,0.013522293,12/6/94,0,0,0,-0.016383837,0,-0.016623648
12/7/94,257.920013,7.801,-0.005130133,12/7/94,0.066929487,-0.011080513,0.518985397,-0.021350337,-0.030402082,0.009051745,12/7/94,0,0,0,-0.016609587,0,-0.018986993
12/8/94,254.399994,7.81,-0.013647716,12/8/94,0.063221973,-0.014878027,0.519752927,-0.028625192,-0.030957883,0.002332691,12/8/94,0,0,0,-0.016690164,0,-0.02415004
12/9/94,254.910004,7.778,0.002004756,12/9/94,0.064308254,-0.013471746,0.520474795,-0.025883571,-0.031513685,0.005630113,12/9/94,0,0,0,-0.016821789,0,-0.026041906
12/12/94,255.990005,7.841,0.004236793,12/12/94,0.060633317,-0.017776683,0.521968656,-0.034056993,-0.032069487,-0.001987506,12/12/94,0,0,0,-0.016044568,1,-0.034056993
12/13/94,256.570007,7.814,0.002265721,12/13/94,0.061306574,-0.016833426,0.522450364,-0.032220145,-0.032625291,0.000405146,12/13/94,0,0,0,-0.016814833,1,-0.032832428
12/14/94,259.350006,7.773,0.010835245,12/14/94,0.064823274,-0.012906726,0.522806327,-0.024687395,-0.033181095,0.008493699,12/14/94,0,0,0,-0.017172677,1,-0.028759911
12/15/94,260.190002,7.777,0.003238851,12/15/94,0.065530055,-0.012239945,0.523446102,-0.023383391,-0.033736898,0.010353507,12/15/94,0,0,0,-0.017967465,1,-0.025290851
12/16/94,261.570007,7.8,0.005303836,12/16/94,0.068901753,-0.009098247,0.52400331,-0.017362957,-0.034292701,0.016929744,12/16/94,0,0,0,-0.018477201,0,-0.020590508
12/19/94,261.029999,7.795,-0.002064487,12/19/94,0.065513261,-0.012436739,0.525272776,-0.023676725,-0.034848504,0.011171779,12/19/94,0,0,0,-0.019996641,1,-0.023676725
12/20/94,260.839996,7.8,-0.000727897,12/20/94,0.06518484,-0.01281516,0.525611811,-0.024381416,-0.035404305,0.011022889,12/20/94,0,0,0,-0.02020544,0,-0.024146519
12/21/94,262.429993,7.786,0.006095679,12/21/94,0.067122819,-0.010737181,0.525888353,-0.020417225,-0.035960105,0.01554288,12/21/94,0,0,0,-0.020215066,0,-0.022281872
12/22/94,262.48999,7.827,0.000228621,12/22/94,0.059358375,-0.018911625,0.52660833,-0.035912128,-0.036515902,0.000603774,12/22/94,0,0,0,-0.021480746,0,-0.028825375
12/23/94,262.869995,7.827,0.001447693,12/23/94,0.057450097,-0.020819903,0.527354465,-0.039479902,-0.037071697,-0.002408206,12/23/94,0,0,0,-0.02239363,0,-0.035113531
12/27/94,264.279999,7.745,0.005363883,12/27/94,0.052714555,-0.024735445,0.528168307,-0.046832506,-0.037627488,-0.009205019,12/27/94,0,0,0,-0.02424435,0,-0.046832506
12/28/94,263.290009,7.786,-0.003745989,12/28/94,0.051401374,-0.026458626,0.528940123,-0.050021968,-0.038183274,-0.011838694,12/28/94,0,0,0,-0.02541606,0,-0.048958814
12/29/94,263.899994,7.799,0.00231678,12/29/94,0.045426467,-0.032563533,0.529833721,-0.06145991,-0.038739055,-0.022720855,12/29/94,1,1,0,-0.02774708,0,-0.055209362
12/30/94,263.440002,7.827,-0.001743054,12/30/94,0.043010107,-0.035259893,0.530776235,-0.066430805,-0.039294829,-0.027135976,12/30/94,1,1,0,-0.030317265,0,-0.062039034
1/3/95,262.869995,7.877,-0.002163707,1/3/95,0.040575281,-0.038194719,0.531682737,-0.071837425,-0.039850594,-0.031986831,1/3/95,1,1,0,-0.034078347,1,-0.071837425
1/4/95,263.799988,7.813,0.003537844,1/4/95,0.041696443,-0.036433557,0.532822635,-0.068378396,-0.040406347,-0.027972049,1/4/95,1,1,0,-0.035711683,1,-0.069531406
1/5/95,263.609985,7.868,-0.000720254,1/5/95,0.041781453,-0.036898547,0.53387402,-0.069114708,-0.040962086,-0.028152622,1/5/95,1,1,0,-0.038182718,1,-0.069323057
1/6/95,264.01001,7.85,0.001517488,1/6/95,0.042257084,-0.036242916,0.534875211,-0.067759574,-0.041517806,-0.026241768,1/6/95,1,1,0,-0.040632032,1,-0.068314422
1/9/95,264.179993,7.882,0.000643851,1/9/95,0.043127159,-0.035692841,0.535612471,-0.066639302,-0.042073502,-0.0245658,1/9/95,1,1,0,-0.044423835,1,-0.066639302
