Date,Labels,VIX_Close,A067RL1Q156SBEA,Bullish Average,CPIAUCSL,CCI_Value,GOLDAMGBD228NLBM,PSAVERT,UNRATE,MORTGAGE30US,DGS10,BCI,Recession,color_x,debt_x,restaurant_x,stocks_x,dow jones_x,housing_x,inflation_x,portfolio_x,revenue_x,credit_x,economics_x,markets_x,return_x,unemployment_x,cancer_x,growth_x,investment_x,money_x,religion_x,bonds_x,derivatives_x,headlines_x,hedge_x,marriage_x,profit_x,ring_x,society_x,banks_x,bribery_x,greed_x,insider trading_x,wall street_x,bankruptcy,color_y,debt_y,investment_y,recession,stocks_y,dow jones_y,housing_y,inflation_y,portfolio_y,restaurant_y,credit_y,economics_y,markets_y,return_y,revenue_y,cancer_y,growth_y,money_y,religion_y,unemployment_y,profit_y,ring_y,society_y,bonds_y,derivatives_y,headlines_y,hedge_y,marriage_y,banks_y,bribery_y,insider trading_y,wall street_y
5/7/07,1,13.15,1,0.384907437,206.755,101.2812,680.8,4,4.4,6.16,4.64,192,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/8/07,1,13.21,1,0.384907437,206.755,101.2812,685.9,4,4.4,6.16,4.63,192,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/07,1,12.88,1,0.384907437,206.755,101.2812,686.5,4,4.4,6.16,4.67,192,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/07,1,13.6,1,0.384907437,206.755,101.2812,677.85,4,4.4,6.15,4.65,192.3,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/11/07,1,12.95,1,0.384907437,206.755,101.2812,667.85,4,4.4,6.15,4.67,192.3,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/07,1,13.96,1,0.384907437,206.755,101.2812,674.2,4,4.4,6.15,4.69,192.3,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/07,1,14.01,1,0.384907437,206.755,101.2812,667,4,4.4,6.15,4.71,192.3,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/07,1,13.5,1,0.384907437,206.755,101.2812,670.9,4,4.4,6.15,4.71,192.3,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/07,1,13.51,1,0.384907437,206.755,101.2812,663.2,4,4.4,6.21,4.76,192.7,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/18/07,1,12.76,1,0.384907437,206.755,101.2812,660.75,4,4.4,6.21,4.81,192.7,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/21/07,1,13.3,1,0.384907437,206.755,101.2812,662.4,4,4.4,6.21,4.79,192.7,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/22/07,1,13.06,1,0.384907437,206.755,101.2812,663.5,4,4.4,6.21,4.83,192.7,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/23/07,1,13.24,1,0.384907437,206.755,101.2812,659.2,4,4.4,6.21,4.86,192.7,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/24/07,1,14.08,1,0.384907437,206.755,101.2812,661.5,4,4.4,6.37,4.86,192.9,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/25/07,1,13.34,1,0.384907437,206.755,101.2812,655,4,4.4,6.37,4.86,192.9,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/07,1,13.53,1,0.384907437,206.755,101.2812,657.6,4,4.4,6.37,4.88,192.9,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/30/07,1,12.83,1,0.384907437,206.755,101.2812,657.1,4,4.4,6.37,4.88,192.9,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/07,1,13.05,1,0.384907437,206.755,101.2812,656.6,4,4.4,6.42,4.9,194,0,34,6,74,5,6,82,11,19,49,80,5,4,11,5,61,16,20,77,18,22,4,5,15,50,7,41,58,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/07,1,12.78,1,0.384907437,207.234,101.3337,662.5,3.8,4.6,6.42,4.95,194,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/07,1,13.29,1,0.384907437,207.234,101.3337,670.75,3.8,4.6,6.42,4.93,194,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/07,1,13.63,1,0.384907437,207.234,101.3337,671.3,3.8,4.6,6.42,4.98,194,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/07,1,14.87,1,0.384907437,207.234,101.3337,669.8,3.8,4.6,6.42,4.97,194,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/07,1,17.059999,1,0.384907437,207.234,101.3337,670.85,3.8,4.6,6.53,5.11,194.2,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/8/07,1,14.84,1,0.384907437,207.234,101.3337,656.75,3.8,4.6,6.53,5.12,194.2,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/11/07,1,14.71,1,0.384907437,207.234,101.3337,652.75,3.8,4.6,6.53,5.14,194.2,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/12/07,1,16.67,1,0.384907437,207.234,101.3337,652.8,3.8,4.6,6.53,5.26,194.2,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/13/07,1,14.73,1,0.384907437,207.234,101.3337,644.1,3.8,4.6,6.53,5.2,194.2,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/07,1,13.64,1,0.384907437,207.234,101.3337,650.75,3.8,4.6,6.74,5.23,194.1,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/07,1,13.94,1,0.384907437,207.234,101.3337,650.6,3.8,4.6,6.74,5.16,194.1,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/07,1,13.42,1,0.384907437,207.234,101.3337,658,3.8,4.6,6.74,5.15,194.1,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/07,1,12.85,1,0.384907437,207.234,101.3337,655.1,3.8,4.6,6.74,5.09,194.1,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/20/07,1,14.67,1,0.384907437,207.234,101.3337,659.6,3.8,4.6,6.74,5.14,194.1,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/07,1,14.21,1,0.384907437,207.234,101.3337,654.5,3.8,4.6,6.69,5.16,194.3,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/07,1,15.75,1,0.384907437,207.234,101.3337,652,3.8,4.6,6.69,5.14,194.3,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25/07,1,16.65,1,0.384907437,207.234,101.3337,651.25,3.8,4.6,6.69,5.09,194.3,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26/07,1,18.889999,1,0.384907437,207.234,101.3337,649.55,3.8,4.6,6.69,5.1,194.3,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/27/07,1,15.53,1,0.384907437,207.234,101.3337,642.85,3.8,4.6,6.69,5.09,194.3,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/07,1,15.54,1,0.384907437,207.234,101.3337,645.7,3.8,4.6,6.67,5.12,193.7,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/29/07,1,16.23,1,0.384907437,207.234,101.3337,648.5,3.8,4.6,6.67,5.03,193.7,0,34,5,74,4,6,76,10,18,44,83,5,4,11,4,57,15,20,75,15,22,4,5,16,48,7,42,54,54,0,2,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/2/07,1,15.4,0.4,0.384907437,207.603,101.2759,650.5,3.7,4.7,6.67,5,193.7,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/3/07,1,14.92,0.4,0.384907437,207.603,101.2759,657.25,3.7,4.7,6.67,5.05,193.7,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/5/07,1,15.48,0.4,0.384907437,207.603,101.2759,655.9,3.7,4.7,6.63,5.16,193,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/07,1,14.72,0.4,0.384907437,207.603,101.2759,647.75,3.7,4.7,6.63,5.19,193,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/07,1,15.16,0.4,0.384907437,207.603,101.2759,657,3.7,4.7,6.63,5.16,193,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/07,1,17.57,0.4,0.384907437,207.603,101.2759,661.15,3.7,4.7,6.63,5.03,193,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/11/07,1,16.639999,0.4,0.384907437,207.603,101.2759,664,3.7,4.7,6.63,5.09,193,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/12/07,1,15.54,0.4,0.384907437,207.603,101.2759,663,3.7,4.7,6.73,5.13,192.9,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/07,1,15.15,0.4,0.384907437,207.603,101.2759,667.5,3.7,4.7,6.73,5.11,192.9,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/07,1,15.59,0.4,0.384907437,207.603,101.2759,667.25,3.7,4.7,6.73,5.05,192.9,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/07,1,15.63,0.4,0.384907437,207.603,101.2759,663.15,3.7,4.7,6.73,5.08,192.9,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/18/07,1,16,0.4,0.384907437,207.603,101.2759,667.75,3.7,4.7,6.73,5.02,192.9,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/07,1,15.23,0.4,0.384907437,207.603,101.2759,673,3.7,4.7,6.73,5.04,192.6,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/20/07,1,16.950001,0.4,0.384907437,207.603,101.2759,676,3.7,4.7,6.73,4.96,192.6,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/23/07,1,16.809999,0.4,0.384907437,207.603,101.2759,683.5,3.7,4.7,6.73,4.97,192.6,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/07,1,18.549999,0.4,0.384907437,207.603,101.2759,682.75,3.7,4.7,6.73,4.94,192.6,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/25/07,1,18.1,0.4,0.384907437,207.603,101.2759,677.25,3.7,4.7,6.73,4.92,192.6,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/07,1,20.74,0.4,0.384907437,207.603,101.2759,675.4,3.7,4.7,6.69,4.79,191.4,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/07,1,24.17,0.4,0.384907437,207.603,101.2759,663.5,3.7,4.7,6.69,4.8,191.4,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/30/07,1,20.870001,0.4,0.384907437,207.603,101.2759,661.5,3.7,4.7,6.69,4.82,191.4,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/07,1,23.52,0.4,0.384907437,207.603,101.2759,666.75,3.7,4.7,6.69,4.78,191.4,0,34,6,77,5,8,83,9,17,44,90,4,5,11,5,55,14,21,80,13,28,4,5,14,48,7,40,55,55,0,2,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/07,1,23.67,0.4,0.384907437,207.667,101.113,660.25,3.4,4.6,6.69,4.76,191.4,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/07,1,21.219999,0.4,0.384907437,207.667,101.113,665.35,3.4,4.6,6.68,4.77,189.9,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/3/07,1,25.16,0.4,0.384907437,207.667,101.113,666.35,3.4,4.6,6.68,4.71,189.9,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/07,1,22.940001,0.4,0.384907437,207.667,101.113,674.15,3.4,4.6,6.68,4.72,189.9,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/07,1,21.559999,0.4,0.384907437,207.667,101.113,669.25,3.4,4.6,6.68,4.77,189.9,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/07,1,21.450001,0.4,0.384907437,207.667,101.113,670.4,3.4,4.6,6.68,4.84,189.9,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/9/07,1,26.48,0.4,0.384907437,207.667,101.113,670.85,3.4,4.6,6.59,4.79,189.5,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/07,1,28.299999,0.4,0.384907437,207.667,101.113,664.5,3.4,4.6,6.59,4.81,189.5,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/07,1,26.57,0.4,0.384907437,207.667,101.113,669.85,3.4,4.6,6.59,4.78,189.5,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/14/07,1,27.68,0.4,0.384907437,207.667,101.113,667.35,3.4,4.6,6.59,4.73,189.5,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/07,1,30.67,0.4,0.384907437,207.667,101.113,665,3.4,4.6,6.59,4.69,189.5,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/16/07,1,30.83,0.4,0.384907437,207.667,101.113,664.15,3.4,4.6,6.62,4.6,188.7,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/07,1,29.99,0.4,0.384907437,207.667,101.113,653,3.4,4.6,6.62,4.68,188.7,0,34,6,77,5,13,84,9,17,40,90,5,5,11,5,55,14,21,79,14,37,4,5,16,47,7,40,54,57,0,2,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
